Check for Updates...	Zkontrolovat aktualizace...
As table view	Jako pohled na tabulky
Append data	Připojit data
Use first line as column names	Použít první řádek jako názvy sloupců
Create new field as primary key	Vytvořit nové pole jako primární klíč
Name:	Název:
Existing data fields can be set as primary key on the type formatting step (third page) of the wizard.	Existující datové pole lze nastavit jako primární klíč ve třetím kroku tohoto průvodce (nastavení typu a formátu).
Options	Možnosti
Table name:	Název tabulky:
Indexes	Indexy
Table:	Tabulka:
Table indexes	Indexy tabulky
Free indexes	Volné indexy
Assignment	Přiřazení
Character set:	Znaková sada:
Data Conversion	Převod dat
Display deleted records as well	Zobrazovat rovněž smazané záznamy
Note: When deleted, and thus inactive, records are displayed, you will not be able to delete records from the data source.	Poznámka: Pokud jsou zobrazeny smazané, tedy neaktivní záznamy, nebudete moci smazat záznamy ze zdroje dat.
Optional Settings	Volitelná nastavení
Indexes...	Indexy...
label	popisek
Path to the dBASE files:	Cesta k souborům dBASE:
Create New	Vytvořit nový
Browse…	Procházet…
"You can connect to a MySQL database using either ODBC or JDBC.
Please contact your system administrator if you are unsure about the following settings."	"K databázi MySQL je možné se připojit pomocí rozhraní ODBC nebo JDBC.
Pokud si nejste tímto nastavením jisti, kontaktujte správce systému."
Connect using ODBC (Open Database Connectivity)	Připojit se pomocí ODBC (Open Database Connectivity)
Connect using JDBC (Java Database Connectivity)	Připojit se pomocí JDBC (Java Database Connectivity)
Connect directly	Připojit přímo
How do you want to connect to your MySQL database?	Jakým způsobem se chcete připojit k databázi MySQL?
Set Up a Connection to a MySQL Database	Nastavte spojení s databází MySQL
Please enter the required information to connect to a MySQL database.	Zadejte informace potřebné k připojení k databázi MySQL.
Set Up a Connection to a MySQL Database	Nastavit připojení k databázi MySQL
Browse	Procházet
Create New	Vytvořit nový
Password required	Vyžadováno heslo
Browse	Procházet
Create New	Vytvořit nový
You are trying to delete all the columns in the table. A table cannot exist without columns. Should the table be deleted from the database? If not, the table will remain unchanged.	Chystáte se smazat veškeré sloupce v tabulce. Tabulka ovšem nemůže bez sloupců existovat. Má být celá tabulka z databáze smazána? Pokud nikoliv, bude tabulka zachována beze změn.
Do you want to save the changes?	Přejete si uložit změny?
The relation design has been changed.	Návrh relace byl změněn.
Execute SQL Statement	Provést SQL příkaz
Command to execute:	Příkaz k provedení:
"Show output of ""select"" statements"	"Zobrazit výstup příkazů ""select"""
Execute	Provést
Previous commands:	Předchozí příkazy:
SQL Command	SQL příkaz
Status	Stav
Output	Výstup
Field name	Název pole
Auto-increment statement	Výraz pro automatický přírůstek:
Default value	Výchozí hodnota
Format example	Příklad formátu
Format Field	Formátovat pole
Length	Délka
Decimal places	Desetinná místa
Entry required	Požadovaná položka
AutoValue	Automatická hodnota
Default value	Výchozí hodnota
Type	Typ
Field type	Typ pole
Field Properties Help	Nápověda pro vlastnosti pole
Field Format	Formát pole
Format	Formát
Alignment	Zarovnání
Table Format	Formát tabulky
Decide How to Proceed After Saving the Database	Rozhodněte se, čím budete pokračovat po uložení databáze
Do you want the wizard to register the database in %PRODUCTNAME?	Přejete si, aby průvodce zaregistroval databázi v %PRODUCTNAME?
Yes, register the database for me	Ano, zaregistrovat databázi
No, do not register the database	Ne, neregistrovat databázi
After the database file has been saved, what do you want to do?	Co si přejete udělat po uložení souboru s databází?
Open the database for editing	Otevřít databázi pro úpravy
Create tables using the table wizard	Vytvořit tabulky pomocí průvodce tabulkou
Click 'Finish' to save the database.	Kliknutím na tlačítko 'Dokončit' databázi uložíte.
Select the type of database to which you want to establish a connection.	Zvolte typ databáze, ke které chcete nastavit spojení.
Database type:	Typ databáze:
"On the following pages, you can make detailed settings for the connection.

The new settings you make will overwrite your existing settings."	"Na následujících stránkách je možné detailně nastavit spojení.

Nové nastavení přepíše vaše staré nastavení."
Welcome to the %PRODUCTNAME Database Wizard	Vítá vás průvodce databází %PRODUCTNAME
Use the Database Wizard to create a new database, open an existing database file, or connect to a database stored on a server.	Pomocí Průvodce databází vytvořte novou databázi, otevřete existující databázový soubor, nebo se připojte k databázi uložené na serveru.
What do you want to do?	Co si přejete udělat?
Create a new database	Vytvořit novou databázi
Embedded database:	Vestavěná databáze:
Open an existing database file	Otevřít existující databázový soubor
Recently used:	Naposledy použité:
Open	Otevřít
Connect to an existing database	Připojit se k databázi
"It is not possible to create a new database, because neither HSQLDB, nor Firebird is
available in this setup."	"Nelze vytvořit novou databázi, protože v tomto nastavení není k dispozici
databáze HSQLDB ani Firebird."
Host name:	Název serveru:
Port number:	Číslo portu:
Socket:	Soket:
MySQL JDBC driver class:	Třída MySQL JDBC ovladače:
Test Class	Otestovat třídu
Connection Settings	Nastavení spojení
Character set:	Znaková sada:
Data Conversion	Převod dat
Retrieve generated values	Získat vygenerované hodnoty
Auto-increment statement:	Výraz pro automatický přírůstek:
Query of generated values:	Dotaz z vygenerovaných hodnot:
Settings	Nastavení
Indexes	Indexy
New Index	Nový index
Delete Current Index	Smazat aktuální index
Rename Current Index	Přejmenovat aktuální index
Save Current Index	Uložit aktuální index
Reset Current Index	Obnovit aktuální index
Index identifier:	Identifikátor indexu:
Unique	Jedinečný
Fields:	Pole:
Index Details	Podrobnosti o indexu
Set Up a Connection to a JDBC Database	Nastavte spojení s databází JDBC
Please enter the required information to connect to a JDBC database. Please contact your system administrator if you are unsure about the following settings.	Zadejte požadované informace pro připojení k databázi JDBC. Pokud si nejste tímto nastavením jisti, kontaktujte správce systému.
Path to the dBASE files:	Cesta k souborům dBASE:
Create New	Vytvořit nový
Browse…	Procházet…
JDBC driver class:	Třída JDBC ovladače:
Test Class	Otestovat třídu
Join Properties	Vlastnosti spojení (join)
Tables Involved	Použité tabulky
Fields Involved	Použitá pole
Type:	Typ:
Inner join	Vnitřní spoj
Left join	Levý spoj
Right join	Pravý spoj
Full (outer) join	Plný (vnější) spoj
Cross join	Křížové spojení
Natural	Přirozené
Options	Možnosti
Delete	Smazat
Delete	Smazat
Edit...	Upravit...
Primary Key	Primární klíč
Set Up a Connection to an LDAP Directory	Nastavte spojení k LDAP adresáři
Please enter the required information to connect to an LDAP directory. Please contact your system administrator if you are unsure about the following settings.	Zadejte požadované informace pro připojení k adresáři LDAP. Pokud si nejste tímto nastavením jisti, kontaktujte správce systému.
Server:	Server:
Port number:	Číslo portu:
Default: 389	Výchozí: 389
Base DN:	Základní DN:
Use secure connection (SSL)	Použít zabezpečené připojení (SSL)
Base DN:	Základní DN:
Use secure connection (SSL)	Použít zabezpečené připojení (SSL)
Port number:	Číslo portu:
Maximum number of records:	Maximální počet záznamů:
Connection Settings	Nastavení spojení
Confirm Migration	Potvrdit přechod
The document contains embedded HSQL data, which is deprecated.	Dokument obsahuje vložená data HSQL, která již nejsou podporována.
Would you like to migrate to Firebird now?	Přejete si nyní přejít na databázi Firebird?
Later	Později
Click for important information about migration.	Kliknutím zobrazíte důležité informace o přechodu.
Connection Settings	Nastavení spojení
User name:	Uživatelské jméno:
Password required	Vyžadováno heslo
User Authentication	Autentizace uživatele
Character set:	Znaková sada:
Data Conversion	Převod dat
Database name:	Název databáze:
Server/port	Server/port
Server:	Server:
Port:	Port:
Default: 3306	Výchozí: 3306
Socket:	Soket:
Named pipe:	Pojmenovaná roura:
All	Vše
None	Nic
Source table: 	Zdrojová tabulka: 
Destination table: 	Cílová tabulka: 
Character set:	Znaková sada:
Data Conversion	Převod dat
ODBC options:	Možnosti ODBC:
Use catalog for file-based databases	Pro souborové databáze použít katalog
Optional Settings	Volitelná nastavení
Parameter Input	Vstup parametru
Value:	Hodnota:
Next	Další
Parameters	Parametry
Change Password	Změnit heslo
Old password:	Staré heslo:
Password:	Heslo:
Confirm password:	Potvrdit heslo:
User “$name$:  $”	Uživatel „$name$:  $“
Column Width...	Šířka sloupce...
Delete	Smazat
Standard Filter	Standardní filtr
Operator	Operátor
Field name	Název pole
Condition	Podmínka
- none -	- žádné -
Specifies the field names from the current table to set them in the argument.	Určuje názvy polí aktuální tabulky, které je možné použít v argumentech.
=	=
<>	<>
<	<
<=	<=
>	>
>=	>=
like	like
not like	not like
	
not null	not null
Specifies the comparative operators through which the entries in the Field name and Value fields can be linked.	Určuje porovnávací operátory, kterými se porovnávají položky Název pole a Hodnota.
- none -	- žádné -
Specifies the field names from the current table to set them in the argument.	Určuje názvy polí aktuální tabulky, které je možné použít v argumentech.
